comment_id,content_id,comment_text,created_at
CM000419,C02775,Nice explanation.,2026-06-24 15:00:00
CM000420,C00752,How long is the full video?,2026-08-02 08:00:00
CM000421,C04521,What app did you use to make this?,2026-01-07 18:00:00
CM000422,C02780,The editing is clean.,2026-02-05 03:00:00
CM000423,C00174,You described my situation perfectly.,2026-04-25 18:00:00
CM000424,C03025,This is exactly what I needed to hear today.,2026-04-20 03:00:00
CM000425,C04886,The editing is clean.,2026-02-01 00:00:00
CM000426,C02349,This made me feel understood.,2026-06-05 17:00:00
CM000427,C02320,Not sure this applies to everyone.,2026-03-06 05:00:00
CM000428,C02112,What app did you use to make this?,2026-07-16 05:00:00
CM000429,C01137,Good point.,2026-03-13 06:00:00
CM000430,C04691,What app did you use to make this?,2026-03-20 02:00:00
CM000431,C01898,How long is the full video?,2026-06-14 00:00:00
CM000432,C03118,This advice did not help me.,2026-02-25 23:00:00
CM000433,C00583,This made me feel understood.,2026-03-08 07:00:00
CM000434,C02048,This topic is worth discussing.,2026-01-26 00:00:00
CM000435,C03387,How long is the full video?,2026-02-21 12:00:00
CM000436,C01165,I don't agree with this.,2026-01-20 09:00:00
CM000437,C03984,I thought I was the only one dealing with this.,2026-01-30 07:00:00
CM000438,C00180,What app did you use to make this?,2026-02-06 16:00:00
CM000439,C03184,"This is so relatable, thank you for saying it.",2026-05-22 13:00:00
CM000440,C02949,Needed this reminder today.,2026-06-15 20:00:00
CM000441,C02172,I saved this because it explains how I feel.,2026-05-08 14:00:00
CM000442,C00406,This is exactly what I needed to hear today.,2026-01-17 19:00:00
CM000443,C03748,I thought I was the only one dealing with this.,2026-08-29 17:00:00
CM000444,C03489,This advice did not help me.,2026-06-07 03:00:00
CM000445,C00049,Where can I find more information?,2026-07-27 21:00:00
CM000446,C03434,How long is the full video?,2026-07-27 20:00:00
CM000447,C01488,How long is the full video?,2026-03-29 23:00:00
CM000448,C04786,Where can I find more information?,2026-05-06 08:00:00
CM000449,C03836,This advice did not help me.,2026-01-19 04:00:00
CM000450,C02321,This topic is worth discussing.,2026-08-16 19:00:00
CM000451,C02275,Good point.,2026-08-27 09:00:00
CM000452,C02342,This made me feel understood.,2026-04-23 11:00:00
CM000453,C01521,Thanks for sharing.,2026-06-19 21:00:00
CM000454,C00276,You described my situation perfectly.,2026-04-24 19:00:00
CM000455,C02804,I saved this because it explains how I feel.,2026-02-19 05:00:00
CM000456,C04846,This is exactly what I needed to hear today.,2026-02-08 09:00:00
CM000457,C03941,This made me feel understood.,2026-08-06 20:00:00
CM000458,C00005,I don't agree with this.,2026-06-03 10:00:00
CM000459,C00380,This is painfully accurate but helpful.,2026-02-19 20:00:00
CM000460,C01061,This topic is worth discussing.,2026-07-04 02:00:00
CM000461,C04431,You described my situation perfectly.,2026-08-16 16:00:00
CM000462,C00598,Finally someone put this feeling into words.,2026-02-18 17:00:00
CM000463,C04624,Where can I find more information?,2026-03-05 01:00:00
CM000464,C00167,I thought I was the only one dealing with this.,2026-05-29 10:00:00
CM000465,C00723,How long is the full video?,2026-02-11 19:00:00
CM000466,C03660,Needed this reminder today.,2026-04-11 12:00:00
CM000467,C01305,Finally someone put this feeling into words.,2026-06-05 13:00:00
CM000468,C04612,I thought I was the only one dealing with this.,2026-08-26 16:00:00
CM000469,C02205,What app did you use to make this?,2026-08-08 00:00:00
CM000470,C03932,This is painfully accurate but helpful.,2026-01-19 01:00:00
CM000471,C00268,What app did you use to make this?,2026-05-22 17:00:00
CM000472,C01150,This made me feel understood.,2026-04-05 21:00:00
CM000473,C02153,How long is the full video?,2026-02-27 14:00:00
CM000474,C01603,Where can I find more information?,2026-04-10 22:00:00
CM000475,C02018,I saved this because it explains how I feel.,2026-08-25 14:00:00
CM000476,C04926,This is painfully accurate but helpful.,2026-04-24 04:00:00
CM000477,C01395,"This is so relatable, thank you for saying it.",2026-05-25 07:00:00
CM000478,C04008,The editing is clean.,2026-03-15 05:00:00
CM000479,C01405,This made me feel understood.,2026-08-13 23:00:00
CM000480,C02036,This made me feel understood.,2026-03-10 11:00:00
CM000481,C03423,"This is so relatable, thank you for saying it.",2026-02-25 20:00:00
CM000482,C04189,Thanks for sharing.,2026-03-27 08:00:00
CM000483,C02593,Thanks for sharing.,2026-03-08 14:00:00
CM000484,C00809,I saved this because it explains how I feel.,2026-02-09 00:00:00
CM000485,C02978,Where can I find more information?,2026-06-18 15:00:00
CM000486,C02667,This topic is worth discussing.,2026-02-01 11:00:00
CM000487,C01620,This is exactly what I needed to hear today.,2026-02-11 09:00:00
CM000488,C00277,What app did you use to make this?,2026-08-04 23:00:00
CM000489,C03087,What app did you use to make this?,2026-01-29 11:00:00
CM000490,C03701,This feels too generalized.,2026-05-03 06:00:00
CM000491,C02839,This made me feel understood.,2026-08-14 02:00:00
CM000492,C03633,Needed this reminder today.,2026-07-09 04:00:00
CM000493,C04341,Needed this reminder today.,2026-07-31 10:00:00
CM000494,C02261,Finally someone put this feeling into words.,2026-03-24 22:00:00
CM000495,C03310,I have been struggling with the same thing for months.,2026-08-27 08:00:00
CM000496,C04643,I have been struggling with the same thing for months.,2026-08-13 22:00:00
CM000497,C00794,Nice explanation.,2026-04-06 02:00:00
CM000498,C04684,You described my situation perfectly.,2026-07-16 13:00:00
CM000499,C02475,This topic is worth discussing.,2026-01-17 19:00:00
CM000500,C03960,Nice explanation.,2026-08-21 18:00:00
CM000501,C02981,I had not thought about it this way.,2026-03-20 23:00:00
CM000502,C02904,I thought I was the only one dealing with this.,2026-07-06 10:00:00
CM000503,C03325,Not sure this applies to everyone.,2026-02-28 08:00:00
CM000504,C00958,This topic is worth discussing.,2026-06-23 10:00:00
CM000505,C03439,Thanks for sharing.,2026-07-10 10:00:00
CM000506,C00580,How long is the full video?,2026-05-24 11:00:00
CM000507,C04409,I thought I was the only one dealing with this.,2026-01-05 03:00:00
CM000508,C00606,You described my situation perfectly.,2026-07-12 16:00:00
CM000509,C00498,What app did you use to make this?,2026-08-16 22:00:00
CM000510,C03453,This feels too generalized.,2026-03-18 05:00:00
CM000511,C02322,The editing is clean.,2026-08-25 12:00:00
CM000512,C04803,"This is so relatable, thank you for saying it.",2026-01-17 11:00:00
CM000513,C04875,This is exactly what I needed to hear today.,2026-04-06 11:00:00
CM000514,C03300,This is exactly what I needed to hear today.,2026-03-28 23:00:00
CM000515,C03472,The editing is clean.,2026-06-03 08:00:00
CM000516,C00064,I have been struggling with the same thing for months.,2026-07-07 04:00:00
CM000517,C00452,Thanks for sharing.,2026-07-19 23:00:00
CM000518,C00495,Good point.,2026-01-26 16:00:00
CM000519,C01540,Nice explanation.,2026-08-03 13:00:00
CM000520,C00426,This made me feel understood.,2026-08-04 19:00:00
CM000521,C04604,This advice did not help me.,2026-03-30 01:00:00
CM000522,C01699,The editing is clean.,2026-05-10 22:00:00
CM000523,C01442,This made me feel understood.,2026-05-23 12:00:00
CM000524,C01141,Nice explanation.,2026-07-13 12:00:00
CM000525,C03763,Where can I find more information?,2026-03-29 05:00:00
CM000526,C00714,You described my situation perfectly.,2026-05-04 03:00:00
CM000527,C04016,I had not thought about it this way.,2026-06-17 10:00:00
CM000528,C04065,Interesting perspective.,2026-07-23 16:00:00
CM000529,C00267,I thought I was the only one dealing with this.,2026-03-21 13:00:00
CM000530,C04207,This made me feel understood.,2026-08-29 19:00:00
CM000531,C04397,The editing is clean.,2026-07-26 08:00:00
CM000532,C01291,"This is so relatable, thank you for saying it.",2026-07-15 15:00:00
CM000533,C02359,This topic is worth discussing.,2026-05-26 13:00:00
CM000534,C01509,Nice explanation.,2026-08-01 07:00:00
CM000535,C01484,This is exactly what I needed to hear today.,2026-07-09 06:00:00
CM000536,C02624,This topic is worth discussing.,2026-07-19 04:00:00
CM000537,C00079,The editing is clean.,2026-01-23 15:00:00
CM000538,C00982,I thought I was the only one dealing with this.,2026-04-19 23:00:00
CM000539,C02655,I have been struggling with the same thing for months.,2026-07-25 18:00:00
CM000540,C00687,I had not thought about it this way.,2026-03-27 16:00:00
CM000541,C04713,I found this confusing.,2026-04-03 21:00:00
CM000542,C01951,This topic is worth discussing.,2026-05-17 19:00:00
CM000543,C03930,This is painfully accurate but helpful.,2026-07-03 20:00:00
CM000544,C03755,Needed this reminder today.,2026-02-19 16:00:00
CM000545,C00116,How long is the full video?,2026-06-06 23:00:00
CM000546,C04015,I have been struggling with the same thing for months.,2026-04-17 17:00:00
CM000547,C00674,Needed this reminder today.,2026-08-18 23:00:00
CM000548,C00580,This topic is worth discussing.,2026-02-02 01:00:00
CM000549,C01315,Where can I find more information?,2026-01-14 18:00:00
CM000550,C02544,This topic is worth discussing.,2026-03-14 15:00:00
CM000551,C04966,I have been struggling with the same thing for months.,2026-08-18 22:00:00
CM000552,C02043,"This is so relatable, thank you for saying it.",2026-06-20 13:00:00
CM000553,C00245,I have been struggling with the same thing for months.,2026-04-13 09:00:00
CM000554,C04719,Nice explanation.,2026-01-19 02:00:00
CM000555,C00296,Not sure this applies to everyone.,2026-05-27 06:00:00
CM000556,C04353,The editing is clean.,2026-08-11 21:00:00
CM000557,C04989,I saved this because it explains how I feel.,2026-07-01 23:00:00
CM000558,C00960,This is painfully accurate but helpful.,2026-01-12 23:00:00
CM000559,C01683,I have been struggling with the same thing for months.,2026-07-27 21:00:00
CM000560,C04945,You described my situation perfectly.,2026-03-03 08:00:00
CM000561,C04454,What app did you use to make this?,2026-07-11 15:00:00
CM000562,C02232,I have been struggling with the same thing for months.,2026-08-20 22:00:00
CM000563,C02028,Good point.,2026-03-23 17:00:00
CM000564,C04127,What app did you use to make this?,2026-07-30 20:00:00
CM000565,C02986,You described my situation perfectly.,2026-05-30 19:00:00
CM000566,C00291,What app did you use to make this?,2026-01-24 09:00:00
CM000567,C00329,How long is the full video?,2026-04-03 08:00:00
CM000568,C00695,How long is the full video?,2026-07-31 02:00:00
CM000569,C03175,This is painfully accurate but helpful.,2026-04-07 19:00:00
CM000570,C04257,I thought I was the only one dealing with this.,2026-07-25 01:00:00
CM000571,C01942,"This is so relatable, thank you for saying it.",2026-04-20 17:00:00
CM000572,C03632,This feels too generalized.,2026-04-27 09:00:00
CM000573,C01413,You described my situation perfectly.,2026-08-24 23:00:00
CM000574,C02539,Where can I find more information?,2026-07-30 09:00:00
CM000575,C04789,"This is so relatable, thank you for saying it.",2026-07-27 15:00:00
CM000576,C01662,You described my situation perfectly.,2026-04-28 08:00:00
CM000577,C04611,Good point.,2026-06-02 07:00:00
CM000578,C02732,Where can I find more information?,2026-02-05 10:00:00
CM000579,C01840,This made me feel understood.,2026-08-02 22:00:00
CM000580,C01492,Finally someone put this feeling into words.,2026-02-24 11:00:00
CM000581,C03060,This is painfully accurate but helpful.,2026-01-07 04:00:00
CM000582,C02102,I have been struggling with the same thing for months.,2026-03-22 10:00:00
CM000583,C03996,This made me feel understood.,2026-03-22 05:00:00
CM000584,C02807,Interesting perspective.,2026-03-24 09:00:00
CM000585,C02926,The editing is clean.,2026-02-14 13:00:00
CM000586,C02435,Where can I find more information?,2026-06-29 01:00:00
CM000587,C03132,This made me feel understood.,2026-02-08 02:00:00
CM000588,C03676,Needed this reminder today.,2026-02-22 00:00:00
CM000589,C01950,This is exactly what I needed to hear today.,2026-07-08 01:00:00
CM000590,C03717,Needed this reminder today.,2026-06-30 22:00:00
CM000591,C01648,This made me feel understood.,2026-08-24 08:00:00
CM000592,C03122,I have been struggling with the same thing for months.,2026-05-14 17:00:00
CM000593,C01274,Interesting perspective.,2026-03-04 03:00:00
CM000594,C04207,How long is the full video?,2026-05-25 02:00:00
CM000595,C02477,I saved this because it explains how I feel.,2026-01-24 15:00:00
CM000596,C02438,This made me feel understood.,2026-06-22 01:00:00
CM000597,C03131,This made me feel understood.,2026-04-12 19:00:00
CM000598,C00059,This is painfully accurate but helpful.,2026-07-10 22:00:00
CM000599,C01553,This advice did not help me.,2026-03-11 06:00:00
CM000600,C04550,This advice did not help me.,2026-04-04 01:00:00
CM000601,C00248,You described my situation perfectly.,2026-03-29 01:00:00
CM000602,C01363,I have been struggling with the same thing for months.,2026-06-15 06:00:00
CM000603,C04710,You described my situation perfectly.,2026-06-09 21:00:00
CM000604,C03809,What app did you use to make this?,2026-01-11 20:00:00
CM000605,C04843,This made me feel understood.,2026-08-05 16:00:00
CM000606,C00268,I found this confusing.,2026-07-06 12:00:00
CM000607,C02739,Interesting perspective.,2026-07-15 09:00:00
CM000608,C00048,This made me feel understood.,2026-07-04 13:00:00
CM000609,C00260,How long is the full video?,2026-03-31 01:00:00
CM000610,C04310,Where can I find more information?,2026-08-24 04:00:00
CM000611,C04075,"This is so relatable, thank you for saying it.",2026-07-02 02:00:00
CM000612,C03598,I have been struggling with the same thing for months.,2026-02-13 13:00:00
CM000613,C04450,This feels too generalized.,2026-03-10 05:00:00
CM000614,C04144,This advice did not help me.,2026-02-01 21:00:00
CM000615,C03133,This topic is worth discussing.,2026-07-02 03:00:00
CM000616,C02883,This is exactly what I needed to hear today.,2026-08-12 02:00:00
CM000617,C01219,This made me feel understood.,2026-07-03 18:00:00
CM000618,C04725,Thanks for sharing.,2026-03-22 17:00:00
CM000619,C01741,Needed this reminder today.,2026-08-02 11:00:00
CM000620,C02313,This is exactly what I needed to hear today.,2026-05-27 18:00:00
CM000621,C04605,I thought I was the only one dealing with this.,2026-04-04 05:00:00
CM000622,C01704,Where can I find more information?,2026-08-19 23:00:00
CM000623,C01415,I had not thought about it this way.,2026-05-02 10:00:00
CM000624,C01542,I found this confusing.,2026-06-13 13:00:00
CM000625,C00832,"This is so relatable, thank you for saying it.",2026-05-21 09:00:00
CM000626,C01405,I don't agree with this.,2026-03-06 03:00:00
CM000627,C04997,I saved this because it explains how I feel.,2026-06-25 01:00:00
CM000628,C02810,Where can I find more information?,2026-01-31 07:00:00
CM000629,C02066,How long is the full video?,2026-04-17 17:00:00
CM000630,C01789,You described my situation perfectly.,2026-03-25 01:00:00
CM000631,C03102,Nice explanation.,2026-07-27 01:00:00
CM000632,C03509,How long is the full video?,2026-06-11 09:00:00
CM000633,C04193,How long is the full video?,2026-04-02 18:00:00
CM000634,C02537,Where can I find more information?,2026-08-18 21:00:00
CM000635,C04823,I saved this because it explains how I feel.,2026-07-31 02:00:00
CM000636,C03123,This made me feel understood.,2026-01-16 10:00:00
