content_id,date,platform,topic,format,hook,caption_style,video_length_sec,impressions,followers_before,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate_pct,save_to_share_ratio,viral_coefficient,viral_score,viral_label
C04945,2026-01-09,Instagram,College Life,Long,Visual,Confession,21,170045,238077,14827,1623,688,1892,0.514,701,11.191,2.75,9.2305,0.05799031432856009,Non-Viral
C02866,2026-01-09,YouTube,Dating,Long,Text,Question,36,21159,70024,1375,62,91,51,0.388,17,7.463,0.56,5.461,0.041897972493974193,Non-Viral
C02764,2026-01-09,YouTube,College Life,Long,Visual,Confession,27,47610,98470,2334,280,487,210,0.361,113,6.954,0.431,7.2842,0.042908443604284814,Non-Viral
C04236,2026-01-10,YouTube,Social Anxiety,Short,Visual,Advice,48,17711,151155,836,66,196,151,0.578,34,7.052,0.77,7.9442,0.06589666309073457,Non-Viral
C03633,2026-01-10,YouTube,Friendship,Long,Text,Question,12,114414,107585,8092,756,733,490,0.524,586,8.802,0.668,7.3059,0.05755889663852326,Non-Viral
C04194,2026-01-10,YouTube,Dating,Long,Text,Story,43,97310,191388,6656,940,867,742,0.412,196,9.459,0.856,9.0669,0.04894586373445689,Non-Viral
C04751,2026-01-10,Instagram,Career Stress,Short,Visual,Advice,59,51872,20245,2594,140,375,329,0.684,99,6.628,0.877,6.3425,0.07396080351634793,Viral
C03240,2026-01-10,Instagram,Family Pressure,Short,Visual,Story,33,106076,62278,9784,717,1620,1410,0.668,587,12.756,0.87,12.8658,0.07867403371167843,Viral
C00870,2026-01-10,Instagram,Self-Doubt,Long,Text,Story,41,63850,221600,1699,146,153,265,0.463,64,3.544,1.732,3.2224,0.048966405638214576,Non-Viral
C03545,2026-01-10,Instagram,College Life,Short,Text,List,54,95556,100018,4701,486,702,579,0.585,72,6.769,0.825,6.6385,0.0643866005274394,Non-Viral
C00117,2026-01-10,Instagram,Self-Doubt,Long,Visual,Question,47,140296,48357,8289,705,999,827,0.387,303,7.712,0.828,7.023,0.044426464047442556,Non-Viral
C01240,2026-01-10,Instagram,Burnout,Short,Text,List,52,172930,90360,11247,728,1197,376,0.492,165,7.834,0.314,6.3948,0.05359860058983404,Non-Viral
C02203,2026-01-10,Instagram,Family Pressure,Short,Text,Advice,32,173971,43913,14480,1559,1913,1604,0.511,905,11.241,0.838,10.6486,0.060158406286105165,Non-Viral
C03755,2026-01-10,YouTube,Social Anxiety,Short,Visual,List,35,112241,64652,4319,327,578,577,0.54,229,5.168,0.998,4.934,0.05829655829866092,Non-Viral
C01452,2026-01-10,YouTube,Dating,Long,Text,Confession,24,103669,124133,4113,222,468,724,0.437,166,5.331,1.547,5.056,0.048147809856369794,Non-Viral
C04458,2026-01-10,Instagram,Self-Doubt,Short,Text,Question,37,66263,57088,3107,317,423,215,0.462,126,6.13,0.508,5.6261,0.050763632796583316,Non-Viral
C02728,2026-01-10,Instagram,Self-Doubt,Short,Text,Confession,61,11412,29813,463,45,40,45,0.526,20,5.196,1.125,4.4602,0.05595173501577288,Non-Viral
C00328,2026-01-10,Instagram,College Life,Short,Visual,Confession,39,19070,100083,798,82,75,66,0.605,46,5.354,0.88,4.6093,0.06395306764551652,Non-Viral
C04592,2026-01-10,Instagram,Self-Doubt,Long,Text,List,45,164304,31503,10746,900,1064,945,0.425,433,8.311,0.888,7.1849,0.04796121822962314,Non-Viral
C02772,2026-01-10,YouTube,Dating,Short,Visual,Story,35,126536,147525,11399,1107,1351,851,0.613,226,11.624,0.63,10.3646,0.0694344439527091,Viral
C02881,2026-01-10,Instagram,Burnout,Short,Visual,Question,38,122725,180706,12809,800,2027,527,0.501,590,13.17,0.26,12.0102,0.059798512935424736,Non-Viral
C02630,2026-01-10,YouTube,College Life,Long,Text,Advice,37,38088,129286,1651,139,182,255,0.424,88,5.847,1.401,5.4873,0.04710620667926906,Non-Viral
C02038,2026-01-10,YouTube,Self-Doubt,Short,Visual,Story,35,71286,212411,3264,179,167,463,0.58,49,5.714,2.772,4.6678,0.061379345172965234,Non-Viral
C04969,2026-01-10,YouTube,College Life,Long,Text,Confession,10,115997,79859,9531,862,578,947,0.412,484,10.274,1.638,8.3506,0.04700618464270628,Non-Viral
C01871,2026-01-11,Instagram,Burnout,Short,Text,Story,45,131307,68125,7210,425,573,337,0.529,317,6.508,0.588,5.0534,0.056119173387557404,Non-Viral
C01110,2026-01-11,Instagram,College Life,Short,Text,Question,20,61114,94853,3119,156,565,578,0.581,197,7.229,1.023,7.5997,0.06548046928690644,Non-Viral
C02339,2026-01-11,Instagram,Dating,Long,Text,Story,36,141699,139978,8440,373,729,305,0.399,386,6.949,0.418,5.3469,0.043255704697986584,Non-Viral
C01099,2026-01-11,YouTube,Friendship,Short,Visual,List,22,57978,67877,2721,326,215,228,0.588,59,6.02,1.06,5.089,0.062491917623926314,Non-Viral
C04269,2026-01-11,YouTube,Career Stress,Short,Text,Advice,42,99915,37089,3071,245,191,221,0.419,124,3.731,1.157,2.9205,0.043791607866686684,Non-Viral
C00352,2026-01-11,Instagram,Self-Doubt,Short,Visual,Advice,24,128197,12686,11595,635,1548,1166,0.497,188,11.657,0.753,10.707,0.05860543460455393,Non-Viral
C01806,2026-01-11,Instagram,Self-Doubt,Short,Text,Question,40,139615,181712,7765,643,1273,496,0.437,301,7.289,0.39,6.9176,0.04955968556387208,Non-Viral
C00250,2026-01-11,Instagram,Friendship,Long,Visual,Confession,15,71043,42566,4288,184,816,233,0.46,157,7.771,0.286,7.5081,0.052541108905873914,Non-Viral
C01019,2026-01-11,Instagram,Dating,Short,Text,Story,17,110483,64877,5199,518,738,313,0.482,239,6.126,0.424,5.6267,0.05275907243648344,Non-Viral
C00811,2026-01-11,YouTube,Career Stress,Short,Text,Question,16,115854,160264,8659,303,1081,1259,0.521,587,9.755,1.165,9.102,0.05995126106996738,Non-Viral
C04189,2026-01-11,Instagram,College Life,Long,Text,Advice,35,174574,137064,7054,881,1889,1279,0.424,226,6.36,0.677,7.4888,0.050224189169062974,Non-Viral
C00817,2026-01-11,YouTube,Social Anxiety,Long,Visual,Advice,29,157975,210057,8174,623,1416,400,0.524,208,6.718,0.282,6.3741,0.05778471277100807,Non-Viral
C02780,2026-01-11,YouTube,Social Anxiety,Long,Visual,Question,51,160334,192784,10437,960,1125,702,0.568,214,8.248,0.624,7.1335,0.062169104494368,Non-Viral
C04596,2026-01-11,Instagram,Career Stress,Short,Text,Advice,33,99418,194804,9157,782,1332,409,0.447,286,11.748,0.307,10.6274,0.05314313906938382,Non-Viral
C00056,2026-01-11,YouTube,Family Pressure,Short,Text,Question,43,42710,49690,983,45,178,57,0.412,22,2.957,0.32,2.826,0.0436338562397565,Non-Viral
C02522,2026-01-11,YouTube,Self-Doubt,Short,Visual,List,69,134904,168957,13340,465,1287,1929,0.631,191,12.617,1.499,11.1831,0.07219980430528376,Viral
C04551,2026-01-11,YouTube,Dating,Short,Text,Advice,21,142504,199368,6275,583,376,857,0.574,192,5.678,2.279,4.8097,0.061005161960366025,Non-Viral
C00397,2026-01-11,YouTube,Dating,Short,Text,Story,20,142739,167535,11276,1013,1292,1312,0.538,477,10.434,1.015,9.5682,0.0616951793132921,Non-Viral
C00902,2026-01-11,YouTube,Burnout,Short,Visual,Advice,22,156704,54489,10249,1108,668,466,0.658,194,7.971,0.698,6.2044,0.0696709924443537,Viral
C03880,2026-01-11,Instagram,Dating,Short,Visual,List,39,25305,242139,756,47,58,68,0.561,53,3.671,1.172,2.9974,0.05821618257261412,Non-Viral
C04092,2026-01-11,YouTube,Career Stress,Short,Visual,Question,48,63549,220090,4886,448,229,239,0.587,171,9.13,1.044,6.735,0.06250729830524478,Non-Viral
C00562,2026-01-11,Instagram,Family Pressure,Short,Text,Question,30,33668,201771,1875,234,329,272,0.463,64,8.049,0.827,8.3744,0.054163549958417496,Non-Viral
C04776,2026-01-11,YouTube,Family Pressure,Short,Visual,Confession,27,90429,173269,5921,371,574,370,0.413,196,8.002,0.645,6.6118,0.0459992668281193,Non-Viral
C04320,2026-01-11,YouTube,Friendship,Short,Visual,Confession,31,72437,25206,5314,966,1404,734,0.495,410,11.621,0.523,13.5097,0.06326230379502189,Non-Viral
C02371,2026-01-11,Instagram,Burnout,Long,Visual,Story,35,89804,160254,6169,624,914,835,0.456,306,9.512,0.914,9.3899,0.05401165204222529,Non-Viral
C00574,2026-01-12,YouTube,Burnout,Short,Text,Advice,33,51581,106405,2204,201,141,232,0.517,83,5.386,1.645,4.4406,0.05486395572012951,Non-Viral
C02884,2026-01-12,Instagram,Social Anxiety,Long,Visual,Confession,36,121348,149036,5500,364,336,892,0.328,207,5.844,2.655,5.017,0.036701176780828695,Non-Viral
C04329,2026-01-12,Instagram,Self-Doubt,Long,Visual,Question,26,171354,110475,7481,736,765,1040,0.387,343,5.849,1.359,5.3804,0.04317407122098113,Non-Viral
C03363,2026-01-12,Instagram,Self-Doubt,Short,Visual,Story,38,83412,113114,6950,369,434,1256,0.502,383,10.801,2.894,9.4021,0.0577222989497914,Non-Viral
C01518,2026-01-12,Instagram,Family Pressure,Short,Visual,Story,24,127064,25076,5948,684,414,956,0.605,414,6.298,2.309,5.6302,0.06503078763457786,Non-Viral
C01270,2026-01-12,Instagram,Career Stress,Short,Text,Story,30,54585,127450,2225,137,199,303,0.539,124,5.247,1.523,4.6185,0.05758233031052487,Non-Viral
C01286,2026-01-12,YouTube,Career Stress,Short,Text,Confession,43,47068,21711,2623,332,306,126,0.502,76,7.196,0.412,6.3302,0.05498669159513895,Non-Viral
C01463,2026-01-12,YouTube,Self-Doubt,Short,Visual,Advice,23,18681,12608,1223,89,252,179,0.541,56,9.33,0.71,9.9513,0.06375954713345111,Non-Viral
C01781,2026-01-12,Instagram,Social Anxiety,Short,Text,Question,66,141065,249955,9265,644,490,270,0.522,239,7.563,0.551,5.3936,0.055022103285719354,Non-Viral
C03871,2026-01-12,YouTube,Dating,Short,Visual,Question,20,130393,51474,11672,1715,650,1263,0.711,331,11.734,1.943,9.8813,0.07822193139202258,Viral
C04127,2026-01-12,Instagram,Friendship,Short,Visual,List,38,46448,203413,2660,211,220,405,0.517,40,7.527,1.841,6.7097,0.05712865139510851,Non-Viral
C04770,2026-01-12,Instagram,Dating,Short,Visual,Advice,37,12875,106792,1136,105,124,63,0.462,20,11.091,0.508,9.5029,0.05322524271844661,Non-Viral
C03013,2026-01-12,Instagram,Family Pressure,Long,Visual,List,44,163022,173170,7483,433,305,735,0.689,113,5.494,2.41,4.1565,0.07149290157156703,Viral
C04022,2026-01-12,Instagram,Self-Doubt,Short,Visual,List,26,55654,36587,2248,326,353,329,0.465,115,5.85,0.932,5.9834,0.052006342760628176,Non-Viral
C03852,2026-01-12,YouTube,Family Pressure,Short,Visual,Question,8,32332,160006,1916,106,209,110,0.578,132,7.241,0.526,6.0745,0.06222131634294197,Non-Viral
C04894,2026-01-12,YouTube,Family Pressure,Long,Visual,Story,25,179894,45339,13781,1497,2116,1853,0.397,664,10.699,0.876,10.6674,0.04933150521974052,Non-Viral
C01526,2026-01-12,YouTube,Family Pressure,Long,Visual,Story,49,136046,13511,10054,321,1048,545,0.456,262,8.797,0.52,7.1612,0.05062219837407936,Non-Viral
C01642,2026-01-13,Instagram,Social Anxiety,Short,Visual,List,34,85764,75535,12095,871,1861,1091,0.73,481,18.56,0.586,17.6286,0.08810423954106618,Viral
C02972,2026-01-13,Instagram,Burnout,Short,Text,Confession,54,75588,167572,4527,424,595,232,0.595,79,7.644,0.39,6.8113,0.06480441339895221,Non-Viral
C01976,2026-01-13,YouTube,Social Anxiety,Short,Visual,Story,21,161680,222851,14822,700,1054,704,0.555,577,10.688,0.668,8.0597,0.060389287481444835,Non-Viral
C04724,2026-01-13,Instagram,Self-Doubt,Short,Visual,Advice,28,3849,226267,402,31,16,19,0.564,19,12.159,1.188,8.6646,0.06095962587685113,Non-Viral
C00887,2026-01-13,Instagram,Dating,Short,Text,Question,40,61916,165255,3648,340,703,437,0.469,240,8.282,0.622,8.5874,0.05495042315395051,Non-Viral
C04120,2026-01-13,Instagram,Burnout,Short,Visual,Confession,22,63376,188488,7814,271,458,1019,0.571,323,15.088,2.225,12.1899,0.06581702221661197,Non-Viral
C00848,2026-01-13,Instagram,Self-Doubt,Short,Visual,Story,52,123170,175028,7022,468,529,764,0.576,215,7.131,1.444,5.9495,0.06196348136721604,Non-Viral
C02314,2026-01-13,YouTube,Dating,Short,Text,Story,49,47597,118323,1807,312,492,445,0.521,111,6.421,0.904,7.8524,0.060539607538290234,Non-Viral
C02278,2026-01-13,Instagram,Self-Doubt,Short,Visual,Question,39,115833,175158,4982,197,637,485,0.666,281,5.44,0.761,4.8928,0.07058591075082231,Viral
C01653,2026-01-13,Instagram,Family Pressure,Short,Text,Confession,36,129834,139076,10842,889,431,760,0.568,549,9.953,1.763,7.369,0.061076999861361427,Non-Viral
C04986,2026-01-13,YouTube,Career Stress,Long,Visual,Confession,43,5629,98533,307,35,31,39,0.521,16,7.319,1.258,6.6975,0.05758942973885238,Non-Viral
C03338,2026-01-13,Instagram,Dating,Long,Text,Story,19,64049,175511,1698,133,190,204,0.423,57,3.474,1.074,3.164,0.04490191415947166,Non-Viral
C02505,2026-01-13,Instagram,Family Pressure,Short,Visual,List,8,49197,240307,2004,98,200,368,0.595,151,5.427,1.84,5.0511,0.06387221781815965,Non-Viral
C03464,2026-01-13,Instagram,Family Pressure,Short,Visual,Advice,30,145225,58953,16171,1531,2608,1057,0.575,868,14.713,0.405,13.9921,0.06934610087794801,Viral
C02618,2026-01-13,YouTube,College Life,Short,Visual,Advice,52,19561,186556,504,35,92,52,0.672,29,3.492,0.565,3.4993,0.07038235264045807,Viral
C00546,2026-01-13,YouTube,Social Anxiety,Long,Visual,Question,43,156301,121461,9531,620,2040,1186,0.452,511,8.558,0.581,9.077,0.05394466574110211,Non-Viral
C00584,2026-01-13,YouTube,Self-Doubt,Short,Visual,Confession,39,9737,174261,531,47,94,96,0.542,24,7.887,1.021,8.3188,0.062226086063469244,Non-Viral
C02412,2026-01-13,Instagram,Friendship,Long,Text,List,15,57500,227228,3863,366,339,137,0.439,132,8.183,0.404,6.5591,0.048222608695652175,Non-Viral
C01453,2026-01-13,YouTube,Family Pressure,Short,Visual,Question,36,95041,112760,2684,407,560,308,0.563,81,4.166,0.55,4.4702,0.060566053597920895,Non-Viral
C04347,2026-01-13,Instagram,Self-Doubt,Short,Text,List,21,7024,43066,382,23,50,55,0.472,8,7.261,1.1,6.912,0.05324356492027335,Non-Viral
C01464,2026-01-13,Instagram,Dating,Short,Visual,Story,28,60343,198969,4956,666,236,273,0.569,278,10.16,1.157,7.8402,0.061672715973683775,Non-Viral
C00699,2026-01-13,Instagram,Social Anxiety,Long,Text,Question,25,50323,196357,3118,283,722,332,0.713,279,8.853,0.46,9.5652,0.0805790572899072,Viral
C04341,2026-01-13,YouTube,Self-Doubt,Short,Text,Story,65,101672,176444,9435,582,1287,325,0.542,459,11.438,0.253,9.9354,0.061713868124950826,Non-Viral
C04952,2026-01-13,Instagram,Social Anxiety,Long,Visual,List,27,131949,69735,4988,595,296,198,0.52,92,4.606,0.669,3.5396,0.05413605256576405,Non-Viral
C03617,2026-01-13,Instagram,Self-Doubt,Short,Visual,Advice,8,105888,80837,3761,213,538,220,0.59,318,4.469,0.409,4.0175,0.062211412058023566,Non-Viral
C01026,2026-01-14,Instagram,Burnout,Long,Text,Confession,32,111767,90797,9442,499,977,1145,0.446,480,10.793,1.172,9.565,0.05227668453121226,Non-Viral
C04855,2026-01-14,Instagram,Burnout,Long,Visual,Advice,28,166882,128965,5803,745,400,569,0.363,274,4.504,1.422,3.8093,0.039071119713330375,Non-Viral
C02488,2026-01-14,Instagram,Burnout,Short,Visual,Story,72,175211,105545,15286,559,2327,1994,0.669,731,11.51,0.857,11.1012,0.07676924336942316,Viral
C04702,2026-01-14,Instagram,Career Stress,Short,Text,Question,50,150553,241963,8999,867,1530,821,0.492,462,8.115,0.537,7.9919,0.05627292448506506,Non-Viral
C01979,2026-01-14,YouTube,Social Anxiety,Short,Text,Advice,30,147007,10111,4342,375,314,598,0.434,283,3.829,1.904,3.3138,0.04596416361125661,Non-Viral
C01983,2026-01-14,YouTube,Self-Doubt,Short,Visual,Advice,47,80469,118111,5353,332,1110,811,0.69,111,9.452,0.731,10.0989,0.07884975580658389,Viral
C00542,2026-01-14,YouTube,Social Anxiety,Short,Visual,Confession,67,149860,88481,12481,963,1065,1165,0.53,486,10.459,1.094,8.8149,0.059494061123715476,Non-Viral
C03800,2026-01-14,YouTube,Burnout,Short,Visual,Advice,16,36057,116412,2056,127,327,316,0.531,113,7.838,0.966,7.8528,0.060338538979948425,Non-Viral
C01267,2026-01-14,Instagram,Dating,Short,Text,Question,43,148163,57195,11281,429,1581,1567,0.568,252,10.028,0.991,9.5577,0.06520898199955454,Non-Viral
C00858,2026-01-14,Instagram,Social Anxiety,Long,Visual,Confession,37,72447,52746,5661,395,1509,1313,0.483,266,12.254,0.87,14.5983,0.06392797631371899,Non-Viral
C01801,2026-01-14,Instagram,Friendship,Long,Visual,Question,37,42308,99078,1347,133,140,155,0.529,29,4.195,1.107,3.7889,0.05595970502032713,Non-Viral
C01021,2026-01-14,Instagram,Career Stress,Short,Visual,List,41,127590,21172,8025,683,701,597,0.704,291,7.842,0.852,6.5319,0.07507905008229486,Viral
C00898,2026-01-14,Instagram,Career Stress,Long,Visual,Advice,33,19743,217498,565,33,109,32,0.47,39,3.743,0.294,3.6621,0.05022139492478347,Non-Viral
C04185,2026-01-14,Instagram,Social Anxiety,Long,Text,Confession,22,124194,15239,7707,1045,899,1495,0.375,567,8.975,1.663,8.9441,0.04563082757621142,Non-Viral
C03781,2026-01-14,YouTube,Career Stress,Short,Text,Story,22,90346,143568,4606,495,872,459,0.413,97,7.119,0.526,7.2826,0.04798928342151285,Non-Viral
C03357,2026-01-14,Instagram,Self-Doubt,Short,Visual,List,53,10181,70687,988,91,131,95,0.573,46,12.818,0.725,11.9193,0.06723026225321677,Viral
C03452,2026-01-14,Instagram,Family Pressure,Short,Text,Question,34,4027,123989,139,14,18,9,0.561,5,4.47,0.5,4.0353,0.05930337720387386,Non-Viral
C04388,2026-01-15,Instagram,Social Anxiety,Short,Visual,Question,32,52387,210006,6608,672,727,890,0.662,215,16.983,1.224,15.7921,0.07946569568786149,Viral
C02788,2026-01-15,Instagram,Dating,Long,Visual,Question,39,116432,13459,4795,365,851,486,0.548,153,5.58,0.571,5.5569,0.05981150886354268,Non-Viral
C02460,2026-01-15,YouTube,Career Stress,Short,Visual,Story,37,53916,52203,2484,301,306,112,0.474,59,5.941,0.366,5.2591,0.05141457823280659,Non-Viral
C04518,2026-01-15,Instagram,Social Anxiety,Short,Visual,Question,35,100096,146565,7360,509,675,934,0.505,359,9.469,1.384,8.3285,0.05709666719948849,Non-Viral
C04484,2026-01-15,YouTube,Friendship,Short,Text,Confession,26,23726,61844,2388,213,208,234,0.556,53,12.826,1.125,10.9816,0.06385044255247409,Non-Viral
C02657,2026-01-15,Instagram,Self-Doubt,Short,Text,Advice,39,150136,74804,5312,456,360,582,0.621,211,4.469,1.617,3.7193,0.06479755421750946,Non-Viral
C02373,2026-01-15,YouTube,Friendship,Short,Text,List,41,173248,61157,16450,1099,645,1301,0.366,705,11.253,2.017,8.3178,0.04147971001108238,Non-Viral
C00619,2026-01-15,Instagram,College Life,Long,Visual,Confession,33,5302,170757,415,40,64,30,0.415,12,10.355,0.469,9.7982,0.04976103357223689,Non-Viral
C04893,2026-01-15,Instagram,Burnout,Short,Text,Advice,8,55610,30190,2317,169,400,221,0.554,138,5.587,0.552,5.4918,0.06028491278547024,Non-Viral
C02982,2026-01-15,Instagram,College Life,Short,Visual,Question,40,53414,239452,3715,380,380,457,0.572,157,9.234,1.203,8.3901,0.06403528662897368,Non-Viral
C01615,2026-01-15,YouTube,Friendship,Long,Visual,Question,28,63920,233441,3989,349,823,312,0.705,279,8.562,0.379,8.7782,0.0785772841051314,Viral
C01351,2026-01-15,Instagram,College Life,Short,Visual,List,39,122539,212879,4391,461,446,701,0.627,246,4.896,1.572,4.592,0.0666183443638352,Viral
C04861,2026-01-15,Instagram,Family Pressure,Short,Visual,Question,47,166040,188443,9551,372,1373,632,0.756,120,7.184,0.46,6.4542,0.08079904842206698,Viral
C03113,2026-01-15,Instagram,Self-Doubt,Short,Text,Story,35,132462,189474,11449,335,748,1489,0.61,361,10.585,1.991,8.6432,0.0672927481088916,Viral
C04737,2026-01-15,Instagram,Career Stress,Long,Text,Confession,43,101206,163584,3683,321,430,754,0.559,125,5.126,1.753,5.06,0.06052274963934945,Non-Viral
C04873,2026-01-15,Instagram,Dating,Long,Text,Confession,44,33558,241578,1942,305,222,174,0.361,157,7.876,0.784,7.2784,0.041995762560343285,Non-Viral
C03533,2026-01-15,Instagram,Dating,Short,Visual,Confession,52,77439,120095,6477,728,485,1243,0.644,507,11.536,2.563,10.6813,0.07344389261224964,Viral
C01411,2026-01-15,Instagram,College Life,Short,Visual,Question,23,145359,22250,7287,738,1796,1240,0.619,207,7.609,0.69,8.6809,0.07078077105648774,Viral
C01136,2026-01-15,Instagram,Friendship,Long,Text,List,46,94738,240290,6339,342,610,836,0.35,143,8.578,1.37,7.5835,0.04108625894572399,Non-Viral
C01470,2026-01-15,Instagram,College Life,Long,Visual,Story,22,137200,121621,6064,648,417,284,0.485,228,5.403,0.681,4.2442,0.051197157434402334,Non-Viral
C03509,2026-01-15,YouTube,Career Stress,Short,Visual,Question,17,34211,196495,2942,127,139,332,0.62,54,10.348,2.388,8.0164,0.06729654204787934,Viral
C03184,2026-01-15,Instagram,Self-Doubt,Short,Text,Story,58,102608,181410,4280,362,584,547,0.543,232,5.626,0.937,5.3885,0.058989692811476695,Non-Viral
C03189,2026-01-15,YouTube,Social Anxiety,Short,Visual,List,49,36673,99090,1381,111,279,175,0.434,52,5.306,0.627,5.5736,0.04870908297657677,Non-Viral
C01889,2026-01-15,YouTube,College Life,Long,Visual,Confession,30,171614,103054,11213,1447,1382,2078,0.518,952,9.393,1.504,9.3693,0.06032115794748681,Non-Viral
C00150,2026-01-15,YouTube,Social Anxiety,Short,Text,Question,40,101133,187662,6342,438,1008,397,0.576,372,8.093,0.394,7.5603,0.0639124796060633,Non-Viral
C03501,2026-01-15,Instagram,Dating,Long,Visual,Advice,9,31820,138392,2070,62,359,193,0.506,29,8.435,0.538,8.1427,0.057788874921433066,Non-Viral
