comment_id,content_id,comment_text,created_at,nlp_label
CM000364,C01236,Good point.,2026-04-26 00:00:00,Neutral
CM000365,C00244,Where can I find more information?,2026-04-02 19:00:00,Neutral
CM000366,C03333,I saved this because it explains how I feel.,2026-08-20 10:00:00,Relatable
CM000367,C04632,This is exactly what I needed to hear today.,2026-07-12 19:00:00,Relatable
CM000368,C01755,Interesting perspective.,2026-03-30 11:00:00,Neutral
CM000369,C04112,Finally someone put this feeling into words.,2026-08-27 13:00:00,Relatable
CM000370,C04176,"This is so relatable, thank you for saying it.",2026-08-14 02:00:00,Relatable
CM000371,C04246,I saved this because it explains how I feel.,2026-03-22 22:00:00,Relatable
CM000372,C01835,"This is so relatable, thank you for saying it.",2026-08-14 17:00:00,Relatable
CM000373,C01158,I have been struggling with the same thing for months.,2026-08-13 23:00:00,Relatable
CM000374,C02277,This topic is worth discussing.,2026-03-19 14:00:00,Neutral
CM000375,C04200,This made me feel understood.,2026-03-15 09:00:00,Relatable
CM000376,C01871,This topic is worth discussing.,2026-05-24 16:00:00,Neutral
CM000377,C03290,Interesting perspective.,2026-07-17 22:00:00,Neutral
CM000378,C01215,I thought I was the only one dealing with this.,2026-06-05 11:00:00,Relatable
CM000379,C01200,I don't agree with this.,2026-05-28 10:00:00,Neutral
CM000380,C04146,This feels too generalized.,2026-03-11 04:00:00,Relatable
CM000381,C02468,This advice did not help me.,2026-06-21 17:00:00,Neutral
CM000382,C00972,This is exactly what I needed to hear today.,2026-08-29 05:00:00,Relatable
CM000383,C02115,How long is the full video?,2026-07-17 18:00:00,Neutral
CM000384,C04862,Needed this reminder today.,2026-05-25 10:00:00,Relatable
CM000385,C04260,This is painfully accurate but helpful.,2026-01-20 18:00:00,Neutral
CM000386,C03241,"This is so relatable, thank you for saying it.",2026-06-22 23:00:00,Relatable
CM000387,C01126,Where can I find more information?,2026-05-16 11:00:00,Neutral
CM000388,C00502,"This is so relatable, thank you for saying it.",2026-06-17 04:00:00,Relatable
CM000389,C00787,This is exactly what I needed to hear today.,2026-06-13 20:00:00,Relatable
CM000390,C03972,Not sure this applies to everyone.,2026-02-24 02:00:00,Neutral
CM000391,C00775,How long is the full video?,2026-05-16 13:00:00,Neutral
CM000392,C00942,I don't agree with this.,2026-05-24 16:00:00,Neutral
CM000393,C04638,Finally someone put this feeling into words.,2026-05-05 16:00:00,Relatable
CM000394,C00851,The editing is clean.,2026-07-29 03:00:00,Neutral
CM000395,C03149,The editing is clean.,2026-05-31 01:00:00,Neutral
CM000396,C02996,I thought I was the only one dealing with this.,2026-07-04 12:00:00,Relatable
CM000397,C00980,Finally someone put this feeling into words.,2026-06-12 09:00:00,Relatable
CM000398,C03664,This is painfully accurate but helpful.,2026-04-21 19:00:00,Neutral
CM000399,C01512,Where can I find more information?,2026-06-11 07:00:00,Neutral
CM000400,C04397,Needed this reminder today.,2026-05-12 10:00:00,Relatable
CM000401,C03019,"This is so relatable, thank you for saying it.",2026-05-24 10:00:00,Relatable
CM000402,C03273,The editing is clean.,2026-06-05 05:00:00,Neutral
CM000403,C00321,I had not thought about it this way.,2026-05-19 23:00:00,Neutral
CM000404,C00058,I had not thought about it this way.,2026-03-31 21:00:00,Neutral
CM000405,C03926,Where can I find more information?,2026-06-16 00:00:00,Neutral
CM000406,C03445,Interesting perspective.,2026-03-22 13:00:00,Neutral
CM000407,C03240,I had not thought about it this way.,2026-05-16 21:00:00,Neutral
CM000408,C03659,How long is the full video?,2026-04-19 20:00:00,Neutral
CM000409,C03401,Where can I find more information?,2026-05-13 04:00:00,Neutral
CM000410,C02886,You described my situation perfectly.,2026-08-30 17:00:00,Relatable
CM000411,C02208,I saved this because it explains how I feel.,2026-05-28 16:00:00,Relatable
CM000412,C04614,I had not thought about it this way.,2026-06-19 09:00:00,Neutral
CM000413,C03113,Good point.,2026-03-31 06:00:00,Neutral
CM000414,C01936,I found this confusing.,2026-02-02 06:00:00,Neutral
CM000415,C04648,This is exactly what I needed to hear today.,2026-08-20 13:00:00,Relatable
CM000416,C00143,Nice explanation.,2026-01-31 04:00:00,Neutral
CM000417,C02253,The editing is clean.,2026-06-04 22:00:00,Neutral
CM000418,C04961,The editing is clean.,2026-02-03 00:00:00,Neutral
CM000419,C02775,Nice explanation.,2026-06-24 15:00:00,Neutral
CM000420,C00752,How long is the full video?,2026-08-02 08:00:00,Neutral
CM000421,C04521,What app did you use to make this?,2026-01-07 18:00:00,Neutral
CM000422,C02780,The editing is clean.,2026-02-05 03:00:00,Neutral
CM000423,C00174,You described my situation perfectly.,2026-04-25 18:00:00,Relatable
CM000424,C03025,This is exactly what I needed to hear today.,2026-04-20 03:00:00,Relatable
CM000425,C04886,The editing is clean.,2026-02-01 00:00:00,Neutral
CM000426,C02349,This made me feel understood.,2026-06-05 17:00:00,Relatable
CM000427,C02320,Not sure this applies to everyone.,2026-03-06 05:00:00,Neutral
CM000428,C02112,What app did you use to make this?,2026-07-16 05:00:00,Neutral
CM000429,C01137,Good point.,2026-03-13 06:00:00,Neutral
CM000430,C04691,What app did you use to make this?,2026-03-20 02:00:00,Neutral
CM000431,C01898,How long is the full video?,2026-06-14 00:00:00,Neutral
CM000432,C03118,This advice did not help me.,2026-02-25 23:00:00,Neutral
CM000433,C00583,This made me feel understood.,2026-03-08 07:00:00,Relatable
CM000434,C02048,This topic is worth discussing.,2026-01-26 00:00:00,Neutral
CM000435,C03387,How long is the full video?,2026-02-21 12:00:00,Neutral
CM000436,C01165,I don't agree with this.,2026-01-20 09:00:00,Neutral
CM000437,C03984,I thought I was the only one dealing with this.,2026-01-30 07:00:00,Relatable
CM000438,C00180,What app did you use to make this?,2026-02-06 16:00:00,Neutral
CM000439,C03184,"This is so relatable, thank you for saying it.",2026-05-22 13:00:00,Relatable
CM000440,C02949,Needed this reminder today.,2026-06-15 20:00:00,Relatable
CM000441,C02172,I saved this because it explains how I feel.,2026-05-08 14:00:00,Relatable
CM000442,C00406,This is exactly what I needed to hear today.,2026-01-17 19:00:00,Relatable
CM000443,C03748,I thought I was the only one dealing with this.,2026-08-29 17:00:00,Relatable
CM000444,C03489,This advice did not help me.,2026-06-07 03:00:00,Neutral
CM000445,C00049,Where can I find more information?,2026-07-27 21:00:00,Neutral
CM000446,C03434,How long is the full video?,2026-07-27 20:00:00,Neutral
CM000447,C01488,How long is the full video?,2026-03-29 23:00:00,Neutral
CM000448,C04786,Where can I find more information?,2026-05-06 08:00:00,Neutral
CM000449,C03836,This advice did not help me.,2026-01-19 04:00:00,Neutral
CM000450,C02321,This topic is worth discussing.,2026-08-16 19:00:00,Neutral
CM000451,C02275,Good point.,2026-08-27 09:00:00,Neutral
CM000452,C02342,This made me feel understood.,2026-04-23 11:00:00,Relatable
CM000453,C01521,Thanks for sharing.,2026-06-19 21:00:00,Neutral
CM000454,C00276,You described my situation perfectly.,2026-04-24 19:00:00,Relatable
CM000455,C02804,I saved this because it explains how I feel.,2026-02-19 05:00:00,Relatable
CM000456,C04846,This is exactly what I needed to hear today.,2026-02-08 09:00:00,Relatable
CM000457,C03941,This made me feel understood.,2026-08-06 20:00:00,Relatable
CM000458,C00005,I don't agree with this.,2026-06-03 10:00:00,Neutral
CM000459,C00380,This is painfully accurate but helpful.,2026-02-19 20:00:00,Neutral
CM000460,C01061,This topic is worth discussing.,2026-07-04 02:00:00,Neutral
CM000461,C04431,You described my situation perfectly.,2026-08-16 16:00:00,Relatable
CM000462,C00598,Finally someone put this feeling into words.,2026-02-18 17:00:00,Relatable
CM000463,C04624,Where can I find more information?,2026-03-05 01:00:00,Neutral
CM000464,C00167,I thought I was the only one dealing with this.,2026-05-29 10:00:00,Relatable
CM000465,C00723,How long is the full video?,2026-02-11 19:00:00,Neutral
CM000466,C03660,Needed this reminder today.,2026-04-11 12:00:00,Relatable
CM000467,C01305,Finally someone put this feeling into words.,2026-06-05 13:00:00,Relatable
CM000468,C04612,I thought I was the only one dealing with this.,2026-08-26 16:00:00,Relatable
CM000469,C02205,What app did you use to make this?,2026-08-08 00:00:00,Neutral
CM000470,C03932,This is painfully accurate but helpful.,2026-01-19 01:00:00,Neutral
CM000471,C00268,What app did you use to make this?,2026-05-22 17:00:00,Neutral
CM000472,C01150,This made me feel understood.,2026-04-05 21:00:00,Relatable
CM000473,C02153,How long is the full video?,2026-02-27 14:00:00,Neutral
CM000474,C01603,Where can I find more information?,2026-04-10 22:00:00,Neutral
CM000475,C02018,I saved this because it explains how I feel.,2026-08-25 14:00:00,Relatable
CM000476,C04926,This is painfully accurate but helpful.,2026-04-24 04:00:00,Neutral
CM000477,C01395,"This is so relatable, thank you for saying it.",2026-05-25 07:00:00,Relatable
CM000478,C04008,The editing is clean.,2026-03-15 05:00:00,Neutral
CM000479,C01405,This made me feel understood.,2026-08-13 23:00:00,Relatable
CM000480,C02036,This made me feel understood.,2026-03-10 11:00:00,Relatable
CM000481,C03423,"This is so relatable, thank you for saying it.",2026-02-25 20:00:00,Relatable
CM000482,C04189,Thanks for sharing.,2026-03-27 08:00:00,Neutral
CM000483,C02593,Thanks for sharing.,2026-03-08 14:00:00,Neutral
CM000484,C00809,I saved this because it explains how I feel.,2026-02-09 00:00:00,Relatable
CM000485,C02978,Where can I find more information?,2026-06-18 15:00:00,Neutral
CM000486,C02667,This topic is worth discussing.,2026-02-01 11:00:00,Neutral
CM000487,C01620,This is exactly what I needed to hear today.,2026-02-11 09:00:00,Relatable
CM000488,C00277,What app did you use to make this?,2026-08-04 23:00:00,Neutral
CM000489,C03087,What app did you use to make this?,2026-01-29 11:00:00,Neutral
CM000490,C03701,This feels too generalized.,2026-05-03 06:00:00,Relatable
CM000491,C02839,This made me feel understood.,2026-08-14 02:00:00,Relatable
CM000492,C03633,Needed this reminder today.,2026-07-09 04:00:00,Relatable
CM000493,C04341,Needed this reminder today.,2026-07-31 10:00:00,Relatable
CM000494,C02261,Finally someone put this feeling into words.,2026-03-24 22:00:00,Relatable
CM000495,C03310,I have been struggling with the same thing for months.,2026-08-27 08:00:00,Relatable
CM000496,C04643,I have been struggling with the same thing for months.,2026-08-13 22:00:00,Relatable
CM000497,C00794,Nice explanation.,2026-04-06 02:00:00,Neutral
CM000498,C04684,You described my situation perfectly.,2026-07-16 13:00:00,Relatable
CM000499,C02475,This topic is worth discussing.,2026-01-17 19:00:00,Neutral
CM000500,C03960,Nice explanation.,2026-08-21 18:00:00,Neutral
CM000501,C02981,I had not thought about it this way.,2026-03-20 23:00:00,Neutral
CM000502,C02904,I thought I was the only one dealing with this.,2026-07-06 10:00:00,Relatable
CM000503,C03325,Not sure this applies to everyone.,2026-02-28 08:00:00,Neutral
CM000504,C00958,This topic is worth discussing.,2026-06-23 10:00:00,Neutral
CM000505,C03439,Thanks for sharing.,2026-07-10 10:00:00,Neutral
CM000506,C00580,How long is the full video?,2026-05-24 11:00:00,Neutral
CM000507,C04409,I thought I was the only one dealing with this.,2026-01-05 03:00:00,Relatable
CM000508,C00606,You described my situation perfectly.,2026-07-12 16:00:00,Relatable
CM000509,C00498,What app did you use to make this?,2026-08-16 22:00:00,Neutral
CM000510,C03453,This feels too generalized.,2026-03-18 05:00:00,Relatable
CM000511,C02322,The editing is clean.,2026-08-25 12:00:00,Neutral
CM000512,C04803,"This is so relatable, thank you for saying it.",2026-01-17 11:00:00,Relatable
CM000513,C04875,This is exactly what I needed to hear today.,2026-04-06 11:00:00,Relatable
CM000514,C03300,This is exactly what I needed to hear today.,2026-03-28 23:00:00,Relatable
CM000515,C03472,The editing is clean.,2026-06-03 08:00:00,Neutral
CM000516,C00064,I have been struggling with the same thing for months.,2026-07-07 04:00:00,Relatable
CM000517,C00452,Thanks for sharing.,2026-07-19 23:00:00,Neutral
CM000518,C00495,Good point.,2026-01-26 16:00:00,Neutral
CM000519,C01540,Nice explanation.,2026-08-03 13:00:00,Neutral
CM000520,C00426,This made me feel understood.,2026-08-04 19:00:00,Relatable
CM000521,C04604,This advice did not help me.,2026-03-30 01:00:00,Neutral
CM000522,C01699,The editing is clean.,2026-05-10 22:00:00,Neutral
CM000523,C01442,This made me feel understood.,2026-05-23 12:00:00,Relatable
CM000524,C01141,Nice explanation.,2026-07-13 12:00:00,Neutral
CM000525,C03763,Where can I find more information?,2026-03-29 05:00:00,Neutral
CM000526,C00714,You described my situation perfectly.,2026-05-04 03:00:00,Relatable
CM000527,C04016,I had not thought about it this way.,2026-06-17 10:00:00,Neutral
CM000528,C04065,Interesting perspective.,2026-07-23 16:00:00,Neutral
CM000529,C00267,I thought I was the only one dealing with this.,2026-03-21 13:00:00,Relatable
CM000530,C04207,This made me feel understood.,2026-08-29 19:00:00,Relatable
CM000531,C04397,The editing is clean.,2026-07-26 08:00:00,Neutral
CM000532,C01291,"This is so relatable, thank you for saying it.",2026-07-15 15:00:00,Relatable
CM000533,C02359,This topic is worth discussing.,2026-05-26 13:00:00,Neutral
CM000534,C01509,Nice explanation.,2026-08-01 07:00:00,Neutral
CM000535,C01484,This is exactly what I needed to hear today.,2026-07-09 06:00:00,Relatable
CM000536,C02624,This topic is worth discussing.,2026-07-19 04:00:00,Neutral
CM000537,C00079,The editing is clean.,2026-01-23 15:00:00,Neutral
CM000538,C00982,I thought I was the only one dealing with this.,2026-04-19 23:00:00,Relatable
CM000539,C02655,I have been struggling with the same thing for months.,2026-07-25 18:00:00,Relatable
CM000540,C00687,I had not thought about it this way.,2026-03-27 16:00:00,Neutral
CM000541,C04713,I found this confusing.,2026-04-03 21:00:00,Neutral
CM000542,C01951,This topic is worth discussing.,2026-05-17 19:00:00,Neutral
CM000543,C03930,This is painfully accurate but helpful.,2026-07-03 20:00:00,Neutral
CM000544,C03755,Needed this reminder today.,2026-02-19 16:00:00,Relatable
CM000545,C00116,How long is the full video?,2026-06-06 23:00:00,Neutral
CM000546,C04015,I have been struggling with the same thing for months.,2026-04-17 17:00:00,Relatable
CM000547,C00674,Needed this reminder today.,2026-08-18 23:00:00,Relatable
CM000548,C00580,This topic is worth discussing.,2026-02-02 01:00:00,Neutral
CM000549,C01315,Where can I find more information?,2026-01-14 18:00:00,Neutral
CM000550,C02544,This topic is worth discussing.,2026-03-14 15:00:00,Neutral
CM000551,C04966,I have been struggling with the same thing for months.,2026-08-18 22:00:00,Relatable
CM000552,C02043,"This is so relatable, thank you for saying it.",2026-06-20 13:00:00,Relatable
CM000553,C00245,I have been struggling with the same thing for months.,2026-04-13 09:00:00,Relatable
CM000554,C04719,Nice explanation.,2026-01-19 02:00:00,Neutral
CM000555,C00296,Not sure this applies to everyone.,2026-05-27 06:00:00,Neutral
CM000556,C04353,The editing is clean.,2026-08-11 21:00:00,Neutral
CM000557,C04989,I saved this because it explains how I feel.,2026-07-01 23:00:00,Relatable
CM000558,C00960,This is painfully accurate but helpful.,2026-01-12 23:00:00,Neutral
CM000559,C01683,I have been struggling with the same thing for months.,2026-07-27 21:00:00,Relatable
CM000560,C04945,You described my situation perfectly.,2026-03-03 08:00:00,Relatable
CM000561,C04454,What app did you use to make this?,2026-07-11 15:00:00,Neutral
CM000562,C02232,I have been struggling with the same thing for months.,2026-08-20 22:00:00,Relatable
CM000563,C02028,Good point.,2026-03-23 17:00:00,Neutral
CM000564,C04127,What app did you use to make this?,2026-07-30 20:00:00,Neutral
